"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A_RV.Grand total","IDX_C"
"173160","Bethel University","2020","First major","'30.52'","Digital Humanities and Textual Studies","Bachelor's degree","0","-2"
"173160","Bethel University","2020","First major","'30.5202'","Digital Humanities","Bachelor's degree","0","-2"
"173160","Bethel University","2020","Second major","'30.52'","Digital Humanities and Textual Studies","Bachelor's degree","1","-2"
"173160","Bethel University","2020","Second major","'30.5202'","Digital Humanities","Bachelor's degree","1","-2"
"190567","CUNY City College","2020","First major","'30.52'","Digital Humanities and Textual Studies","Bachelor's degree","0","-2"
"190567","CUNY City College","2020","First major","'30.5202'","Digital Humanities","Bachelor's degree","0","-2"
"190576","CUNY Graduate School and University Center","2020","First major","'30.52'","Digital Humanities and Textual Studies","Bachelor's degree","0","-2"
"190576","CUNY Graduate School and University Center","2020","First major","'30.5202'","Digital Humanities","Bachelor's degree","0","-2"
