"unitid","institution name","year","C2024_A.First or Second Major","C2024_A.CIP Code -  2020 Classification","CipTitle","C2024_A.Award Level code","C2024_A.Grand total","IDX_C"
"174844","St Olaf College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"174899","The College of Saint Scholastica","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"174899","The College of Saint Scholastica","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"174899","The College of Saint Scholastica","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"174899","The College of Saint Scholastica","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"174914","University of St Thomas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"174914","University of St Thomas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"174914","University of St Thomas","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"174914","University of St Thomas","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"174914","University of St Thomas","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"175005","St Catherine University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"175005","St Catherine University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"175005","St Catherine University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"175272","Winona State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","16","-2"
"175272","Winona State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","16","-2"
"175272","Winona State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"175272","Winona State University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"175430","Blue Mountain Christian University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"175430","Blue Mountain Christian University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"175856","Jackson State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"175980","Millsaps College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"175980","Millsaps College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"175980","Millsaps College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"176017","University of Mississippi","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","30","-2"
"176017","University of Mississippi","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","9","-2"
"176017","University of Mississippi","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"176017","University of Mississippi","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","0","-2"
"176035","Mississippi University for Women","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"176035","Mississippi University for Women","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"176053","Mississippi College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"176053","Mississippi College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"176080","Mississippi State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","27","-2"
"176080","Mississippi State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","5","-2"
"176080","Mississippi State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"176372","University of Southern Mississippi","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"176372","University of Southern Mississippi","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"176479","William Carey University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"176479","William Carey University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"176965","University of Central Missouri","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"176965","University of Central Missouri","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"177214","Drury University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"177214","Drury University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"177214","Drury University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"177214","Drury University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"177339","Evangel University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"177339","Evangel University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"177968","Lindenwood University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"177968","Lindenwood University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"178341","Missouri Southern State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"178387","Missouri Western State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"178387","Missouri Western State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"178396","University of Missouri-Columbia","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","69","-2"
"178396","University of Missouri-Columbia","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","15","-2"
"178396","University of Missouri-Columbia","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","3","-2"
"178402","University of Missouri-Kansas City","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"178402","University of Missouri-Kansas City","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"178402","University of Missouri-Kansas City","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"178420","University of Missouri-St Louis","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"178615","Truman State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","18","-2"
"178615","Truman State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"178615","Truman State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"178624","Northwest Missouri State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"178624","Northwest Missouri State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"178721","Park University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"178721","Park University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"179043","Rockhurst University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"179043","Rockhurst University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"179043","Rockhurst University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"179043","Rockhurst University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"179159","Saint Louis University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"179159","Saint Louis University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"179159","Saint Louis University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"179159","Saint Louis University","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","2","-2"
"179159","Saint Louis University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"179159","Saint Louis University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"179326","Southwest Baptist University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"179326","Southwest Baptist University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"179557","Southeast Missouri State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"179557","Southeast Missouri State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"179566","Missouri State University-Springfield","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"179566","Missouri State University-Springfield","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"179566","Missouri State University-Springfield","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"179867","Washington University in St Louis","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","18","-2"
"179867","Washington University in St Louis","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","10","-2"
"179867","Washington University in St Louis","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","19","-2"
"179867","Washington University in St Louis","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"179867","Washington University in St Louis","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","0","-2"
"179867","Washington University in St Louis","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","3","-2"
"179867","Washington University in St Louis","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","39","-2"
"179867","Washington University in St Louis","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","15","-2"
"179894","Webster University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"179946","Westminster College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"179946","Westminster College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"179946","Westminster College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"179946","Westminster College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"179955","William Jewell College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"179955","William Jewell College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"179955","William Jewell College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"179955","William Jewell College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"179964","William Woods University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","36","-2"
"179964","William Woods University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"180106","Carroll College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"180106","Carroll College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"180106","Carroll College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"180106","Carroll College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"180179","Montana State University Billings","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"180179","Montana State University Billings","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"180461","Montana State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"180461","Montana State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"180489","The University of Montana","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","17","-2"
"180489","The University of Montana","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","7","-2"
"180489","The University of Montana","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"180489","The University of Montana","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"180489","The University of Montana","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"180984","Concordia University-Nebraska","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"180984","Concordia University-Nebraska","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"180984","Concordia University-Nebraska","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"180984","Concordia University-Nebraska","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"181002","Creighton University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"181002","Creighton University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"181002","Creighton University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"181002","Creighton University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","12","-2"
"181020","Doane University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"181020","Doane University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"181020","Doane University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"181020","Doane University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"181127","Hastings College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"181127","Hastings College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"181127","Hastings College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"181127","Hastings College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"181215","University of Nebraska at Kearney","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"181215","University of Nebraska at Kearney","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","18","-2"
"181215","University of Nebraska at Kearney","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"181215","University of Nebraska at Kearney","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","18","-2"
"181215","University of Nebraska at Kearney","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"181394","University of Nebraska at Omaha","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"181394","University of Nebraska at Omaha","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","7","-2"
"181394","University of Nebraska at Omaha","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"181446","Nebraska Wesleyan University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"181446","Nebraska Wesleyan University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"181446","Nebraska Wesleyan University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"181464","University of Nebraska-Lincoln","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"181464","University of Nebraska-Lincoln","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","6","-2"
"181464","University of Nebraska-Lincoln","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","2","-2"
"181464","University of Nebraska-Lincoln","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"181464","University of Nebraska-Lincoln","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","29","-2"
"181464","University of Nebraska-Lincoln","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","19","-2"
"181738","Union Adventist University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"181783","Wayne State College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"181783","Wayne State College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"181783","Wayne State College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"181783","Wayne State College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"182281","University of Nevada-Las Vegas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","14","-2"
"182281","University of Nevada-Las Vegas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"182281","University of Nevada-Las Vegas","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"182281","University of Nevada-Las Vegas","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","2","-2"
"182281","University of Nevada-Las Vegas","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"182281","University of Nevada-Las Vegas","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"182290","University of Nevada-Reno","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","45","-2"
"182290","University of Nevada-Reno","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","5","-2"
"182290","University of Nevada-Reno","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","0","-2"
"182290","University of Nevada-Reno","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","39","-2"
"182290","University of Nevada-Reno","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"182290","University of Nevada-Reno","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"182670","Dartmouth College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","49","-2"
"182670","Dartmouth College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","11","-2"
"182670","Dartmouth College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"182670","Dartmouth College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"183044","University of New Hampshire-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","35","-2"
"183044","University of New Hampshire-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"183044","University of New Hampshire-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"183044","University of New Hampshire-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","0","-2"
"183044","University of New Hampshire-Main Campus","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","27","-2"
"183044","University of New Hampshire-Main Campus","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"183062","Keene State College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"183062","Keene State College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"183062","Keene State College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"183062","Keene State College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"183071","University of New Hampshire at Manchester","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"183080","Plymouth State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"183080","Plymouth State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"183080","Plymouth State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"183239","Saint Anselm College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"183239","Saint Anselm College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"183239","Saint Anselm College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"183239","Saint Anselm College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"183910","Caldwell University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"183910","Caldwell University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"184348","Drew University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"184348","Drew University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"184603","Fairleigh Dickinson University-Metropolitan Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"184603","Fairleigh Dickinson University-Metropolitan Campus","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"184694","Fairleigh Dickinson University-Florham Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"184694","Fairleigh Dickinson University-Florham Campus","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"184773","Georgian Court University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"184773","Georgian Court University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"184782","Rowan University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"184782","Rowan University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"185129","New Jersey City University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","19","-2"
"185129","New Jersey City University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","19","-2"
"185262","Kean University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","20","-2"
"185262","Kean University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","20","-2"
"185262","Kean University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"185262","Kean University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"185572","Monmouth University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"185572","Monmouth University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"185590","Montclair State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","71","-2"
"185590","Montclair State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","14","-2"
"185590","Montclair State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","21","-2"
"185590","Montclair State University","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","4","-2"
"186131","Princeton University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","55","-2"
"186131","Princeton University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","27","-2"
"186131","Princeton University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","14","-2"
"186201","Ramapo College of New Jersey","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"186201","Ramapo College of New Jersey","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"186283","Rider University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"186283","Rider University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"186371","Rutgers University-Camden","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"186371","Rutgers University-Camden","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","7","-2"
"186371","Rutgers University-Camden","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"186371","Rutgers University-Camden","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","7","-2"
"186380","Rutgers University-New Brunswick","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","74","-2"
"186380","Rutgers University-New Brunswick","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","21","-2"
"186380","Rutgers University-New Brunswick","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","17","-2"
"186380","Rutgers University-New Brunswick","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"186380","Rutgers University-New Brunswick","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","11","-2"
"186380","Rutgers University-New Brunswick","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","2","-2"
"186399","Rutgers University-Newark","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"186399","Rutgers University-Newark","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"186432","Saint Peter's University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"186432","Saint Peter's University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"186584","Seton Hall University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"186584","Seton Hall University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"186584","Seton Hall University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"186618","Saint Elizabeth University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"186618","Saint Elizabeth University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"186876","Stockton University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"187134","The College of New Jersey","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"187134","The College of New Jersey","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"187444","William Paterson University of New Jersey","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"187444","William Paterson University of New Jersey","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"187444","William Paterson University of New Jersey","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"187444","William Paterson University of New Jersey","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"187596","Navajo Technical University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"187596","Navajo Technical University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","3","-2"
"187596","Navajo Technical University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","0","-2"
"187648","Eastern New Mexico University-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"187648","Eastern New Mexico University-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
