"unitid","institution name","year","C2024_A.First or Second Major","C2024_A.CIP Code -  2020 Classification","CipTitle","C2024_A.Award Level code","C2024_A.Grand total","IDX_C"
"153384","Grinnell College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","22","-2"
"153384","Grinnell College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"153384","Grinnell College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","21","-2"
"153384","Grinnell College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"153603","Iowa State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","32","-2"
"153603","Iowa State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","0","-2"
"153603","Iowa State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"153603","Iowa State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","27","-2"
"153658","University of Iowa","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","65","-2"
"153658","University of Iowa","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","27","-2"
"153658","University of Iowa","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","2","-2"
"153658","University of Iowa","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","28","-2"
"153658","University of Iowa","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","9","-2"
"153658","University of Iowa","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","0","-2"
"153658","University of Iowa","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","17","-2"
"153825","Loras College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"153825","Loras College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"153825","Loras College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"153825","Loras College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"153834","Luther College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"153834","Luther College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"153834","Luther College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","14","-2"
"153834","Luther College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"153861","Maharishi International University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"154004","Morningside University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"154004","Morningside University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"154004","Morningside University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"154004","Morningside University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"154022","Ashford University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"154095","University of Northern Iowa","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"154095","University of Northern Iowa","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"154095","University of Northern Iowa","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"154095","University of Northern Iowa","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","0","-2"
"154095","University of Northern Iowa","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"154095","University of Northern Iowa","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"154101","Northwestern College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"154101","Northwestern College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"154101","Northwestern College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"154235","Saint Ambrose University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"154235","Saint Ambrose University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"154350","Simpson College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"154350","Simpson College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"154350","Simpson College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"154350","Simpson College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"154527","Wartburg College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"154527","Wartburg College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"154527","Wartburg College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"154527","Wartburg College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"154688","Baker University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"154688","Baker University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"154688","Baker University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"154688","Baker University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"154712","Benedictine College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"154712","Benedictine College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"154712","Benedictine College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"154712","Benedictine College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"155025","Emporia State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"155025","Emporia State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"155061","Fort Hays State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","20","-2"
"155089","Friends University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"155089","Friends University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"155089","Friends University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"155089","Friends University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"155317","University of Kansas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","64","-2"
"155317","University of Kansas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","24","-2"
"155317","University of Kansas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","10","-2"
"155317","University of Kansas","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"155317","University of Kansas","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","3","-2"
"155317","University of Kansas","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","2","-2"
"155317","University of Kansas","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","25","-2"
"155317","University of Kansas","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"155399","Kansas State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"155399","Kansas State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","8","-2"
"155399","Kansas State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"155511","McPherson College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"155511","McPherson College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"155511","McPherson College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"155511","McPherson College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"155681","Pittsburg State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"155681","Pittsburg State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"156082","Washburn University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"156082","Washburn University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"156082","Washburn University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"156082","Washburn University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"156125","Wichita State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"156125","Wichita State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","5","-2"
"156125","Wichita State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"156125","Wichita State University","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","5","-2"
"156125","Wichita State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"156125","Wichita State University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"156213","Asbury University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"156213","Asbury University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"156213","Asbury University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"156213","Asbury University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"156286","Bellarmine University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"156286","Bellarmine University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"156295","Berea College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"156295","Berea College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"156295","Berea College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"156295","Berea College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"156356","Brescia University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"156356","Brescia University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"156365","Campbellsville University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"156365","Campbellsville University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"156408","Centre College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"156408","Centre College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"156408","Centre College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"156408","Centre College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"156541","University of the Cumberlands","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"156541","University of the Cumberlands","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"156620","Eastern Kentucky University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","30","-2"
"156620","Eastern Kentucky University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","14","-2"
"156620","Eastern Kentucky University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"156620","Eastern Kentucky University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"156745","Georgetown College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"156745","Georgetown College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"157085","University of Kentucky","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","33","-2"
"157085","University of Kentucky","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","23","-2"
"157085","University of Kentucky","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","4","-2"
"157085","University of Kentucky","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","14","-2"
"157085","University of Kentucky","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","3","-2"
"157085","University of Kentucky","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","4","-2"
"157085","University of Kentucky","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"157085","University of Kentucky","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"157216","Lindsey Wilson College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"157216","Lindsey Wilson College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"157289","University of Louisville","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","17","-2"
"157289","University of Louisville","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","1","-2"
"157289","University of Louisville","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"157289","University of Louisville","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","1","-2"
"157289","University of Louisville","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"157289","University of Louisville","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"157386","Morehead State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"157386","Morehead State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"157386","Morehead State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"157386","Morehead State University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"157401","Murray State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"157401","Murray State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"157401","Murray State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"157447","Northern Kentucky University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"157447","Northern Kentucky University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"157447","Northern Kentucky University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"157447","Northern Kentucky University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"157818","Transylvania University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"157818","Transylvania University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"157818","Transylvania University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"157818","Transylvania University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"157951","Western Kentucky University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","26","-2"
"157951","Western Kentucky University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","16","-2"
"157951","Western Kentucky University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"157951","Western Kentucky University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"158477","Centenary College of Louisiana","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"158477","Centenary College of Louisiana","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"159391","Louisiana State University and Agricultural & Mechanical College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","19","-2"
"159391","Louisiana State University and Agricultural & Mechanical College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","4","-2"
"159391","Louisiana State University and Agricultural & Mechanical College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","3","-2"
"159391","Louisiana State University and Agricultural & Mechanical College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"159391","Louisiana State University and Agricultural & Mechanical College","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","4","-2"
"159391","Louisiana State University and Agricultural & Mechanical College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"159391","Louisiana State University and Agricultural & Mechanical College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"159568","Louisiana Christian University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"159647","Louisiana Tech University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"159656","Loyola University New Orleans","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"159656","Loyola University New Orleans","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"159656","Loyola University New Orleans","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"159656","Loyola University New Orleans","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"159939","University of New Orleans","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"159939","University of New Orleans","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","9","-2"
"159993","University of Louisiana at Monroe","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"160612","Southeastern Louisiana University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"160658","University of Louisiana at Lafayette","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"160658","University of Louisiana at Lafayette","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","4","-2"
"160755","Tulane University of Louisiana","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","19","-2"
"160755","Tulane University of Louisiana","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","7","-2"
"160755","Tulane University of Louisiana","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","4","-2"
"160755","Tulane University of Louisiana","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"160755","Tulane University of Louisiana","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","3","-2"
"160755","Tulane University of Louisiana","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","1","-2"
"160755","Tulane University of Louisiana","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","34","-2"
"160755","Tulane University of Louisiana","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","14","-2"
"160904","Xavier University of Louisiana","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"160904","Xavier University of Louisiana","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"160904","Xavier University of Louisiana","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"160904","Xavier University of Louisiana","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"160977","Bates College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"160977","Bates College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"160977","Bates College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"161004","Bowdoin College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"161004","Bowdoin College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"161086","Colby College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"161086","Colby College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"161086","Colby College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"161086","Colby College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"161253","University of Maine","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"161253","University of Maine","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"161253","University of Maine","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"161253","University of Maine","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"161253","University of Maine","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"161554","University of Southern Maine","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","16","-2"
"162584","Frostburg State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"162654","Goucher College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"162654","Goucher College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"162654","Goucher College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"162654","Goucher College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"162760","Hood College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"162760","Hood College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"162760","Hood College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"162760","Hood College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"162928","Johns Hopkins University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"162928","Johns Hopkins University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","4","-2"
"162928","Johns Hopkins University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","8","-2"
"162928","Johns Hopkins University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","27","-2"
"163046","Loyola University Maryland","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"163046","Loyola University Maryland","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"163046","Loyola University Maryland","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"163046","Loyola University Maryland","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"163268","University of Maryland-Baltimore County","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","30","-2"
"163268","University of Maryland-Baltimore County","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"163268","University of Maryland-Baltimore County","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"163286","University of Maryland-College Park","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","75","-2"
"163286","University of Maryland-College Park","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","10","-2"
"163286","University of Maryland-College Park","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","9","-2"
"163286","University of Maryland-College Park","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","19","-2"
"163286","University of Maryland-College Park","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","2","-2"
"163286","University of Maryland-College Park","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","1","-2"
"163286","University of Maryland-College Park","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","23","-2"
"163286","University of Maryland-College Park","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"163462","Mount St. Mary's University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"163462","Mount St. Mary's University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"163462","Mount St. Mary's University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"163462","Mount St. Mary's University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"163578","Notre Dame of Maryland University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"163578","Notre Dame of Maryland University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"163851","Salisbury University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"163851","Salisbury University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"163851","Salisbury University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"163851","Salisbury University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"163912","St. Mary's College of Maryland","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"163912","St. Mary's College of Maryland","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"164076","Towson University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"164076","Towson University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"164216","Washington College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"164216","Washington College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"164216","Washington College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"164270","McDaniel College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"164270","McDaniel College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"164270","McDaniel College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"164270","McDaniel College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"164465","Amherst College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","16","-2"
"164465","Amherst College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"164465","Amherst College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","21","-2"
"164465","Amherst College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
