"unitid","institution name","year","C2016_A.First or Second Major","C2016_A.CIP Code -  2010 Classification","CipTitle","C2016_A.Award Level code","C2016_A_RV.Grand total","IDX_C"
"105330","Northern Arizona University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","29","-2"
"105330","Northern Arizona University","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"105330","Northern Arizona University","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"106245","University of Arkansas at Little Rock","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","37","-2"
"106245","University of Arkansas at Little Rock","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"106342","Lyon College","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"106342","Lyon College","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"106342","Lyon College","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"106342","Lyon College","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"106397","University of Arkansas","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","46","-2"
"106397","University of Arkansas","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","15","-2"
"106397","University of Arkansas","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","4","-2"
"106397","University of Arkansas","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","29","-2"
"106397","University of Arkansas","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","6","-2"
"106397","University of Arkansas","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","32","-2"
"106397","University of Arkansas","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","17","-2"
"106458","Arkansas State University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"106467","Arkansas Tech University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"106485","University of Arkansas at Monticello","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"106485","University of Arkansas at Monticello","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"106704","University of Central Arkansas","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","20","-2"
"106704","University of Central Arkansas","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","4","-2"
"106704","University of Central Arkansas","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","4","-2"
"106704","University of Central Arkansas","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"107044","Harding University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"107044","Harding University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","11","-2"
"107044","Harding University","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"107044","Harding University","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"107071","Henderson State University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"107071","Henderson State University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"107080","Hendrix College","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"107080","Hendrix College","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"107080","Hendrix College","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"107080","Hendrix College","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"107141","John Brown University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"107141","John Brown University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"107512","Ouachita Baptist University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"107512","Ouachita Baptist University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"107558","University of the Ozarks","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"107558","University of the Ozarks","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"107983","Southern Arkansas University Main Campus","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"107983","Southern Arkansas University Main Campus","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"108092","University of Arkansas-Fort Smith","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"108092","University of Arkansas-Fort Smith","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"109785","Azusa Pacific University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"109785","Azusa Pacific University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"110097","Biola University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"110097","Biola University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","11","-2"
"110097","Biola University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"110361","California Baptist University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"110361","California Baptist University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"110361","California Baptist University","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"110361","California Baptist University","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"110413","California Lutheran University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"110413","California Lutheran University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"110413","California Lutheran University","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"110413","California Lutheran University","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"110422","California Polytechnic State University-San Luis Obispo","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"110486","California State University-Bakersfield","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"110486","California State University-Bakersfield","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","9","-2"
"110486","California State University-Bakersfield","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"110486","California State University-Bakersfield","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","9","-2"
"110486","California State University-Bakersfield","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"110486","California State University-Bakersfield","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"110495","California State University-Stanislaus","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","14","-2"
"110495","California State University-Stanislaus","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","13","-2"
"110495","California State University-Stanislaus","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"110495","California State University-Stanislaus","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"110510","California State University-San Bernardino","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","31","-2"
"110510","California State University-San Bernardino","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"110510","California State University-San Bernardino","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","23","-2"
"110510","California State University-San Bernardino","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","0","-2"
"110510","California State University-San Bernardino","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"110510","California State University-San Bernardino","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"110529","California State Polytechnic University-Pomona","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","16","-2"
"110529","California State Polytechnic University-Pomona","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","16","-2"
"110529","California State Polytechnic University-Pomona","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"110529","California State Polytechnic University-Pomona","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"110538","California State University-Chico","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","24","-2"
"110538","California State University-Chico","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","17","-2"
"110538","California State University-Chico","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","24","-2"
"110538","California State University-Chico","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","11","-2"
"110547","California State University-Dominguez Hills","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","21","-2"
"110547","California State University-Dominguez Hills","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","21","-2"
"110547","California State University-Dominguez Hills","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"110547","California State University-Dominguez Hills","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"110556","California State University-Fresno","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","45","-2"
"110556","California State University-Fresno","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","24","-2"
"110556","California State University-Fresno","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","37","-2"
"110556","California State University-Fresno","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","11","-2"
"110556","California State University-Fresno","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"110556","California State University-Fresno","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"110565","California State University-Fullerton","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","57","-2"
"110565","California State University-Fullerton","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","30","-2"
"110565","California State University-Fullerton","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","26","-2"
"110565","California State University-Fullerton","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","9","-2"
"110565","California State University-Fullerton","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","14","-2"
"110565","California State University-Fullerton","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"110574","California State University-East Bay","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"110574","California State University-East Bay","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"110574","California State University-East Bay","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"110574","California State University-East Bay","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"110583","California State University-Long Beach","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","100","-2"
"110583","California State University-Long Beach","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","43","-2"
"110583","California State University-Long Beach","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","46","-2"
"110583","California State University-Long Beach","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","9","-2"
"110583","California State University-Long Beach","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","16","-2"
"110583","California State University-Long Beach","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"110592","California State University-Los Angeles","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","37","-2"
"110592","California State University-Los Angeles","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","11","-2"
"110592","California State University-Los Angeles","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","24","-2"
"110592","California State University-Los Angeles","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","11","-2"
"110592","California State University-Los Angeles","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"110608","California State University-Northridge","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","42","-2"
"110608","California State University-Northridge","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","17","-2"
"110608","California State University-Northridge","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","19","-2"
"110608","California State University-Northridge","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","9","-2"
"110608","California State University-Northridge","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"110608","California State University-Northridge","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"110617","California State University-Sacramento","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","21","-2"
"110617","California State University-Sacramento","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","12","-2"
"110617","California State University-Sacramento","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","20","-2"
"110617","California State University-Sacramento","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","12","-2"
"110617","California State University-Sacramento","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"110617","California State University-Sacramento","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"110635","University of California-Berkeley","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","171","-2"
"110635","University of California-Berkeley","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","27","-2"
"110635","University of California-Berkeley","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","45","-2"
"110635","University of California-Berkeley","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","58","-2"
"110644","University of California-Davis","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","154","-2"
"110644","University of California-Davis","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","14","-2"
"110644","University of California-Davis","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","13","-2"
"110644","University of California-Davis","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","51","-2"
"110644","University of California-Davis","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","2","-2"
"110644","University of California-Davis","2016","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","3","-2"
"110644","University of California-Davis","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","75","-2"
"110644","University of California-Davis","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","29","-2"
"110653","University of California-Irvine","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","79","-2"
"110653","University of California-Irvine","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","6","-2"
"110653","University of California-Irvine","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","7","-2"
"110653","University of California-Irvine","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","39","-2"
"110653","University of California-Irvine","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","1","-2"
"110653","University of California-Irvine","2016","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","3","-2"
"110653","University of California-Irvine","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"110653","University of California-Irvine","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"110662","University of California-Los Angeles","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","270","-2"
"110662","University of California-Los Angeles","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","25","-2"
"110662","University of California-Los Angeles","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","37","-2"
"110662","University of California-Los Angeles","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","32","-2"
"110662","University of California-Los Angeles","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","2","-2"
"110662","University of California-Los Angeles","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","58","-2"
"110662","University of California-Los Angeles","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","15","-2"
"110671","University of California-Riverside","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","100","-2"
"110671","University of California-Riverside","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","2","-2"
"110671","University of California-Riverside","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","6","-2"
"110671","University of California-Riverside","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","35","-2"
"110671","University of California-Riverside","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","0","-2"
"110671","University of California-Riverside","2016","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","3","-2"
"110671","University of California-Riverside","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","20","-2"
"110671","University of California-Riverside","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","15","-2"
"110680","University of California-San Diego","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","54","-2"
"110680","University of California-San Diego","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","1","-2"
"110680","University of California-San Diego","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","6","-2"
"110680","University of California-San Diego","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"110680","University of California-San Diego","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"110680","University of California-San Diego","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"110705","University of California-Santa Barbara","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","153","-2"
"110705","University of California-Santa Barbara","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","17","-2"
"110705","University of California-Santa Barbara","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","9","-2"
"110705","University of California-Santa Barbara","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","49","-2"
"110705","University of California-Santa Barbara","2016","First major","'16.0905'","Spanish Language and Literature","Master's degree","4","-2"
"110705","University of California-Santa Barbara","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","44","-2"
"110705","University of California-Santa Barbara","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","25","-2"
"110714","University of California-Santa Cruz","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","238","-2"
"110714","University of California-Santa Cruz","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","14","-2"
"110714","University of California-Santa Cruz","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","10","-2"
"110714","University of California-Santa Cruz","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","12","-2"
"110714","University of California-Santa Cruz","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","41","-2"
"110714","University of California-Santa Cruz","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"111948","Chapman University","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"111948","Chapman University","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"111948","Chapman University","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"111948","Chapman University","2016","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"112075","Concordia University-Irvine","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"112075","Concordia University-Irvine","2016","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"112260","Claremont McKenna College","2016","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"112260","Claremont McKenna College","2016","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
