"unitid","institution name","year","C2019_A.First or Second Major","C2019_A.CIP Code -  2010 Classification","CipTitle","C2019_A.Award Level code","C2019_A_RV.Grand total","IDX_C"
"181428","University of Nebraska Medical Center","2019","First major","'13'","Education","Master's degree","4","-2"
"181446","Nebraska Wesleyan University","2019","First major","'13'","Education","Bachelor's degree","25","-2"
"181446","Nebraska Wesleyan University","2019","First major","'13'","Education","Master's degree","13","-2"
"181446","Nebraska Wesleyan University","2019","Second major","'13'","Education","Bachelor's degree","6","-2"
"181464","University of Nebraska-Lincoln","2019","First major","'13'","Education","Bachelor's degree","307","-2"
"181464","University of Nebraska-Lincoln","2019","First major","'13'","Education","Master's degree","180","-2"
"181464","University of Nebraska-Lincoln","2019","First major","'13'","Education","Doctor's degree - research/scholarship","56","-2"
"181464","University of Nebraska-Lincoln","2019","First major","'13.1306'","Foreign Language Teacher Education","Bachelor's degree","0","-2"
"181464","University of Nebraska-Lincoln","2019","Second major","'13'","Education","Bachelor's degree","40","-2"
"181464","University of Nebraska-Lincoln","2019","Second major","'13'","Education","Master's degree","1","-2"
"181534","Peru State College","2019","First major","'13'","Education","Bachelor's degree","41","-2"
"181534","Peru State College","2019","First major","'13'","Education","Master's degree","116","-2"
"181534","Peru State College","2019","Second major","'13'","Education","Bachelor's degree","1","-2"
"181604","College of Saint Mary","2019","First major","'13'","Education","Bachelor's degree","18","-2"
"181604","College of Saint Mary","2019","First major","'13'","Education","Master's degree","32","-2"
"181604","College of Saint Mary","2019","First major","'13'","Education","Doctor's degree - research/scholarship","2","-2"
"181738","Union Adventist University","2019","First major","'13'","Education","Bachelor's degree","15","-2"
"181783","Wayne State College","2019","First major","'13'","Education","Bachelor's degree","137","-2"
"181783","Wayne State College","2019","First major","'13'","Education","Master's degree","105","-2"
"181783","Wayne State College","2019","First major","'13.1306'","Foreign Language Teacher Education","Bachelor's degree","1","-2"
"181783","Wayne State College","2019","Second major","'13'","Education","Bachelor's degree","23","-2"
"181783","Wayne State College","2019","Second major","'13.1306'","Foreign Language Teacher Education","Bachelor's degree","2","-2"
